Id,Label,Degree,Betweenness,Expression,,,,,,Label,Betweenness,,
ENSMUSP00000112221,Nck1,3,98.6,0,,,,,,Ptk2b,1659.35,,
ENSMUSP00000132140,Psmb11,3,97.08,0,,,,,,Smad2,1607.35,,
ENSMUSP00000022803,Psmb5,3,97.08,0,,,,,,Actn2,1601.39,,
ENSMUSP00000025196,Psmb8,3,97.08,0,,,,,,Irak1,1576.07,,
ENSMUSP00000110115,Cblb,3,80.31,0,,,,,,Sparc,1569.75,,
ENSMUSP00000037981,Hdac3,3,52.41,0,,,,,,Hes1,1530.77,,
ENSMUSP00000125548,Psma3,3,51.85,0,,,,,,Bcl10,1520.77,,
ENSMUSP00000023036,Rbx1,3,49.61,0,,,,,,Smad4,1489.78,,
ENSMUSP00000039418,Vhl,3,2.1,0,,,,,,Tceb2,1462.13,,
ENSMUSP00000105493,Znrf3,3,0.11,0,,,,,,Tceb1,1462.13,,
ENSMUSP00000047325,Lgr4,3,0.11,0,,,,,,Irs4,1455.91,,
ENSMUSP00000020350,Lgr5,3,0.11,0,,,,,,Irs2,1455.91,,
ENSMUSP00000030687,Rspo1,3,0.11,0,,,,,,Cdkn1b,1443.8,,
ENSMUSP00000035444,Lgr6,3,0.11,0,,,,,,Ywhae,1443.11,,
ENSMUSP00000056432,Npsr1,2,125066.01,0,,,,,,Lamb2,1432.16,,
ENSMUSP00000021077,Slc9a3r1,2,25273.75,0,,,,,,Ptpn6,1424.41,,
ENSMUSP00000038409,Plcb4,2,23225.84,0,,,,,,Psen1,1367.03,,
ENSMUSP00000099583,Plcb2,2,23225.84,0,,,,,,Mmp1b,1341.88,,
ENSMUSP00000025912,Plcb3,2,23225.84,0,,,,,,Mmp1a,1341.88,,
ENSMUSP00000105743,Plcb1,2,23225.84,0,,,,,,Spp1,1325.81,,
ENSMUSP00000025230,C2,2,21684,0,,,,,,Sp100,1275.18,,
ENSMUSP00000100979,Tcf3,2,21684,0,,,,,,Ifit2,1244.75,,
ENSMUSP00000095866,Arrb1,2,20465.44,0,,,,,,Pak2,1225.84,,
ENSMUSP00000099623,Arrb2,2,20465.44,0,,,,,,Spry2,1198.39,,
ENSMUSP00000080419,Ezh2,2,17446.71,0,,,,,,Ncoa2,1176.74,,
ENSMUSP00000029652,Pdgfc,2,13699.59,0,,,,,,Smurf2,1157.17,,
ENSMUSP00000099819,Vdac1,2,12684,0,,,,,,Smurf1,1157.17,,
ENSMUSP00000031668,Col1a2,2,11528.27,0,,,,,,Pcna,1136.22,,
ENSMUSP00000032800,Tyrobp,2,9070,0,,,,,,Suz12,1124.96,,
ENSMUSP00000006377,Zbtb17,2,9043.05,0,,,,,,Eed,1124.96,,
ENSMUSP00000027189,Casp8,2,8847.83,0,,,,,,Ikbkg,1100.77,,
ENSMUSP00000069554,Yap1,2,8697.91,0,,,,,,Tcp1,1077.2,,
ENSMUSP00000033053,Itgax,2,8201.93,0,,,,,,Cct7,1077.2,,
ENSMUSP00000101849,Itgam,2,8201.93,0,,,,,,Cct5,1077.2,,
ENSMUSP00000103884,Prkci,2,7260,0,,,,,,Cct4,1077.2,,
ENSMUSP00000075167,Abl1,2,7191.18,0,,,,,,Cct3,1077.2,,
ENSMUSP00000030948,Dvl1,2,6752.89,0,,,,,,Cct2,1077.2,,
ENSMUSP00000003318,Dvl3,2,6752.89,0,,,,,,Rac3,1073.14,,
ENSMUSP00000019362,Dvl2,2,6752.89,0,,,,,,Rac2,1073.14,,
ENSMUSP00000098066,Actb,2,5460.13,0,,,,,,Nid1,1071.47,,
ENSMUSP00000070588,Rab13,2,5460.13,0,,,,,,Lyn,1003.07,,
ENSMUSP00000003121,Rab8a,2,5450.07,0,,,,,,Itk,1003.07,,
ENSMUSP00000068123,Cd8a,2,5448,0,,,,,,Csk,1003.07,,
ENSMUSP00000013931,Ehmt2,2,5448,0,,,,,,Axin2,982.25,,
ENSMUSP00000032907,Calca,2,5448,0,,,,,,Oas3,978.56,,
ENSMUSP00000056784,Acvr1,2,5308.34,0,,,,,,Oas2,978.56,,
ENSMUSP00000062333,Tgfbr2,2,5308.34,0,,,,,,Oas1g,978.56,,
ENSMUSP00000000544,Acvr1b,2,5308.34,0,,,,,,Oas1a,978.56,,
ENSMUSP00000002678,Tgfb1,2,5308.34,0,,,,,,Smad7,972.42,,
ENSMUSP00000007757,Tgfbr1,2,5308.34,0,,,,,,Tcf7l2,961.9,,
ENSMUSP00000099757,Rps8,2,4648.86,0,,,,,,Tcf7l1,961.9,,
ENSMUSP00000032998,Rps3,2,4648.86,0,,,,,,Tcf7,961.9,,
ENSMUSP00000128416,Gm9843,2,4648.86,0,,,,,,Fos,949.73,,
ENSMUSP00000128489,Gm6133,2,4648.86,0,,,,,,Tbl1xr1,944.15,,
ENSMUSP00000029722,Rps3a1,2,4648.86,0,,,,,,Insr,918.13,,
ENSMUSP00000099878,Rps6,2,4648.86,0,,,,,,Epor,918.13,,
ENSMUSP00000025791,Adrbk1,2,4568.08,0,,,,,,Tnf,909.69,,
ENSMUSP00000079926,Pikfyve,2,4113.77,0,,,,,,Ripk1,909.69,,
ENSMUSP00000027165,Cd28,2,4002.01,0,,,,,,Mapk8,876.97,,
ENSMUSP00000002588,Tiam1,2,3879.59,0,,,,,,Pax6,867.27,,
ENSMUSP00000027440,Nmur1,2,3811.1,0,,,,,,Foxo3,853.38,,
ENSMUSP00000126191,Mchr1,2,3811.1,0,,,,,,Shc1,850.49,,
ENSMUSP00000052581,Lpar1,2,3811.1,0,,,,,,Rbl1,847.95,,
ENSMUSP00000045335,Bdkrb1,2,3811.1,0,,,,,,Gm10093,846.3,,
ENSMUSP00000034325,Lpar2,2,3811.1,0,,,,,,Ccnd1,821.31,,
ENSMUSP00000044718,Nmur2,2,3811.1,0,,,,,,Myb,820.45,,
ENSMUSP00000002095,Kmt2a,2,3634,0,,,,,,Ncoa1,809.06,,
ENSMUSP00000102050,Arhgap17,2,3272.75,0,,,,,,Rpa1,803.27,,
ENSMUSP00000075242,Arhgap35,2,3172.58,0,,,,,,Pole,803.27,,
ENSMUSP00000126377,Bcr,2,3172.58,0,,,,,,Rb1,796.88,,
ENSMUSP00000000312,Cdh1,2,3119.75,0,,,,,,Igfbp5,754.39,,
ENSMUSP00000087756,Myh11,2,2741.7,0,,,,,,Traf6,711.29,,
ENSMUSP00000046129,Akap9,2,2710.02,0,,,,,,Skp1a,678.52,,
ENSMUSP00000039844,Actr1a,2,2710.02,0,,,,,,Cul1,678.52,,
ENSMUSP00000114123,Erbb4,2,2641.03,0,,,,,,Klf4,675.89,,
ENSMUSP00000104890,Map3k1,2,2579.93,0,,,,,,Myd88,649.33,,
ENSMUSP00000111977,Kdm1a,2,2429.29,0,,,,,,Chek1,638.59,,
ENSMUSP00000014080,Myl2,2,2285.01,0,,,,,,Calm1,615.37,,
ENSMUSP00000029126,Itch,2,2237.15,0,,,,,,Nod2,598.65,,
ENSMUSP00000019649,Ubb,2,2237.15,0,,,,,,Stat5a,554.54,,
ENSMUSP00000064518,Ctnnd1,2,2230.43,0,,,,,,Rasa1,554.54,,
ENSMUSP00000099652,Tjp1,2,2153.26,0,,,,,,Mavs,544.41,,
ENSMUSP00000026122,P4hb,2,1818,0,,,,,,Irf3,544.41,,
ENSMUSP00000033761,Hcfc1,2,1818,207.6320501,,,,,,Acta1,533.59,,
ENSMUSP00000095254,Lrrfip1,2,1818,84.83138077,,,,,,Csnk2a2,529.46,,
ENSMUSP00000106025,Max,2,1818,0,,,,,,Rps6kb1,492.1,,
ENSMUSP00000040694,Rbpj,2,1818,0,,,,,,Cbl,490.52,,
ENSMUSP00000002284,Plaur,2,1818,41.53215219,,,,,,Pax5,488.71,,
ENSMUSP00000015456,Gadd45b,2,1818,350.942883,,,,,,Irak4,486.9,,
ENSMUSP00000025161,Tapbp,2,1818,0,,,,,,Hmgb1,486.9,,
ENSMUSP00000028683,Pdia3,2,1818,0,,,,,,Runx2,481.91,,
ENSMUSP00000067708,Actn2,2,1601.39,0,,,,,,Tnip2,471.38,,
ENSMUSP00000023171,Hes1,2,1530.77,0,,,,,,Wnt11,457.35,,
ENSMUSP00000004377,Ptpn6,2,1424.41,0,,,,,,Egln1,439.41,,
ENSMUSP00000048363,Psen1,2,1367.03,0,,,,,,Sele,436.06,,
ENSMUSP00000084043,Spp1,2,1325.81,0,,,,,,Ezr,436.06,,
ENSMUSP00000066399,Sp100,2,1275.18,0,,,,,,Ywhab,430.04,,
ENSMUSP00000023467,Pak2,2,1225.84,0,,,,,,Bmi1,411.01,,
ENSMUSP00000022709,Spry2,2,1198.39,0,,,,,,Cdkn2b,377.59,,
ENSMUSP00000102853,Eed,2,1124.96,0,,,,,,Kat5,372.18,,
ENSMUSP00000017692,Suz12,2,1124.96,0,,,,,,Pik3r1,369.69,,
ENSMUSP00000133523,Cct4,2,1077.2,0,,,,,,Itgb2l,350.88,,
ENSMUSP00000116108,Tcp1,2,1077.2,0,,,,,,Itgb2,350.88,,
ENSMUSP00000001452,Cct3,2,1077.2,0,,,,,,Tmem173,339.85,,
ENSMUSP00000022842,Cct5,2,1077.2,0,,,,,,Prkx,337.62,,
ENSMUSP00000032078,Cct7,2,1077.2,0,,,,,,Prkacb,337.62,,
ENSMUSP00000036288,Cct2,2,1077.2,0,,,,,,Mdm2,337.62,,
ENSMUSP00000005532,Nid1,2,1071.47,0,,,,,,Rxra,324.75,,
ENSMUSP00000034863,Csk,2,1003.07,0,,,,,,Plcg1,322.52,,
ENSMUSP00000020664,Itk,2,1003.07,0,,,,,,Mmp16,322.03,,
ENSMUSP00000038838,Lyn,2,1003.07,0,,,,,,Raf1,316.29,,
ENSMUSP00000051331,Axin2,2,982.25,0,,,,,,Ywhag,303.03,,
ENSMUSP00000107284,Tcf7l2,2,961.9,0,,,,,,Plk1,303.03,,
ENSMUSP00000084055,Tcf7,2,961.9,0,,,,,,Ppara,301.24,,
ENSMUSP00000109687,Tcf7l1,2,961.9,0,,,,,,Spi1,295.84,,
ENSMUSP00000067164,Tbl1xr1,2,944.15,0,,,,,,Irf4,295.84,,
ENSMUSP00000088837,Insr,2,918.13,0,,,,,,Traf2,285.06,,
ENSMUSP00000006397,Epor,2,918.13,0,,,,,,Tbk1,285.06,,
ENSMUSP00000025263,Tnf,2,909.69,0,,,,,,Ikbke,285.06,,
ENSMUSP00000021844,Ripk1,2,909.69,0,,,,,,Cdkn1c,274.16,,
ENSMUSP00000087870,Pax6,2,867.27,0,,,,,,Chd9,266.42,,
ENSMUSP00000078339,Gm10093,2,846.3,0,,,,,,Fn1,265.69,,
ENSMUSP00000091495,Ccnd1,2,821.31,0,,,,,,Shh,262.34,,
ENSMUSP00000020158,Myb,2,820.45,0,,,,,,Itgb5,256.44,,
ENSMUSP00000082971,Ncoa1,2,809.06,0,,,,,,Itgb1,256.44,,
ENSMUSP00000000767,Rpa1,2,803.27,0,,,,,,Xiap,251.07,,
ENSMUSP00000007296,Pole,2,803.27,0,,,,,,Ube2d3,242.25,,
ENSMUSP00000031697,Cul1,2,678.52,0,,,,,,Ube2d1,242.25,,
ENSMUSP00000038744,Skp1a,2,678.52,0,,,,,,Pdgfb,240.93,,
ENSMUSP00000034625,Chek1,2,638.59,0,,,,,,Pdgfa,240.93,,
ENSMUSP00000105709,Calm1,2,615.37,0,,,,,,Mmp7,218.58,,
ENSMUSP00000113773,Nod2,2,598.65,0,,,,,,Ticam1,210.5,,
ENSMUSP00000105179,Rasa1,2,554.54,0,,,,,,Tcl1,204.04,,
ENSMUSP00000102980,Stat5a,2,554.54,0,,,,,,Nrbf2,198.94,,
ENSMUSP00000038339,Mavs,2,544.41,0,,,,,,Nr4a3,198.94,,
ENSMUSP00000003284,Irf3,2,544.41,0,,,,,,Nr4a2,198.94,,
ENSMUSP00000034453,Acta1,2,533.59,0,,,,,,Nr2c2ap,198.94,,
ENSMUSP00000055919,Csnk2a2,2,529.46,0,,,,,,Ube2n,191.08,,
ENSMUSP00000119715,Rps6kb1,2,492.1,0,,,,,,Psmd2,187.16,,
ENSMUSP00000082682,Hmgb1,2,486.9,0,,,,,,Psmb7,187.16,,
ENSMUSP00000074471,Irak4,2,486.9,0,,,,,,Psmb2,187.16,,
ENSMUSP00000109201,Runx2,2,481.91,0,,,,,,Psmb10,187.16,,
ENSMUSP00000064333,Wnt11,2,457.35,0,,,,,,Psmb1,187.16,,
ENSMUSP00000027874,Sele,2,436.06,0,,,,,,Psma5,187.16,,
ENSMUSP00000063734,Ezr,2,436.06,0,,,,,,Psma4,187.16,,
ENSMUSP00000018470,Ywhab,2,430.04,0,,,,,,Psma1,187.16,,
ENSMUSP00000028071,Bmi1,2,411.01,0,,,,,,Gm8394,187.16,,
ENSMUSP00000095595,Cdkn2b,2,377.59,0,,,,,,Gm5422,187.16,,
ENSMUSP00000109271,Kat5,2,372.18,0,,,,,,Nedd4l,182.76,,
ENSMUSP00000000161,Itgb2l,2,350.88,0,,,,,,Mapk9,160.38,,
ENSMUSP00000000299,Itgb2,2,350.88,0,,,,,,Mapk10,160.38,,
ENSMUSP00000111393,Tmem173,2,339.85,0,,,,,,Map3k8,156.32,,
ENSMUSP00000020408,Mdm2,2,337.62,0,,,,,,Wasf2,151.36,,
ENSMUSP00000045304,Prkx,2,337.62,0,,,,,,Xrcc6,138.55,,
ENSMUSP00000005164,Prkacb,2,337.62,0,,,,,,Sumo1,138.11,,
ENSMUSP00000076491,Rxra,2,324.75,0,,,,,,Fgf9,136.05,,
ENSMUSP00000029881,Mmp16,2,322.03,15.35720751,,,,,,Fgf20,136.05,,
ENSMUSP00000000451,Raf1,2,316.29,0,,,,,,Fgf16,136.05,,
ENSMUSP00000051223,Ywhag,2,303.03,0,,,,,,Fgf13,136.05,,
ENSMUSP00000033154,Plk1,2,303.03,0,,,,,,Cd180,126.97,,
ENSMUSP00000059719,Ppara,2,301.24,0,,,,,,Eid1,109.86,,
ENSMUSP00000002180,Spi1,2,295.84,0,,,,,,Vegfc,108.17,,
ENSMUSP00000021784,Irf4,2,295.84,0,,,,,,Shc4,108.17,,
ENSMUSP00000054126,Ikbke,2,285.06,0,,,,,,Shc3,108.17,,
ENSMUSP00000028311,Traf2,2,285.06,0,,,,,,Shc2,108.17,,
ENSMUSP00000020316,Tbk1,2,285.06,0,,,,,,Ptpn1,108.17,,
ENSMUSP00000128828,Cdkn1c,2,274.16,0,,,,,,Pik3r3,108.17,,
ENSMUSP00000046356,Chd9,2,266.42,0,,,,,,Sgk3,105.6,,
ENSMUSP00000054499,Fn1,2,265.69,0,,,,,,Sgk2,105.6,,
ENSMUSP00000002708,Shh,2,262.34,0,,,,,,Sgk1,105.6,,
ENSMUSP00000026978,Xiap,2,251.07,0,,,,,,Stk11,103.31,,
ENSMUSP00000018767,Mmp7,2,218.58,0,,,,,,Bcl6,103.31,,
ENSMUSP00000055104,Ticam1,2,210.5,0,,,,,,Psmd7,101.56,,
ENSMUSP00000092907,Nr2c2ap,2,198.94,0,,,,,,Psmd4,101.56,,
ENSMUSP00000097254,Nrbf2,2,198.94,0,,,,,,Psmd14,101.56,,
ENSMUSP00000028166,Nr4a2,2,198.94,0,,,,,,Psmd1,101.56,,
ENSMUSP00000030025,Nr4a3,2,198.94,0,,,,,,Psmc6,101.56,,
ENSMUSP00000096932,Ube2n,2,191.08,0,,,,,,Psmc5,101.56,,
ENSMUSP00000132838,Nedd4l,2,182.76,0,,,,,,Psmc4,101.56,,
ENSMUSP00000108468,Mapk10,2,160.38,0,,,,,,Psmc3,101.56,,
ENSMUSP00000020634,Mapk9,2,160.38,0,,,,,,Psmc2,101.56,,
ENSMUSP00000025078,Map3k8,2,156.32,0,,,,,,Psmc1,101.56,,
ENSMUSP00000081263,Wasf2,2,151.36,0,,,,,,Psma2,101.56,,
ENSMUSP00000068559,Xrcc6,2,138.55,0,,,,,,Nck1,98.6,,
ENSMUSP00000088935,Sumo1,2,138.11,0,,,,,,Psmb8,97.08,,
ENSMUSP00000034014,Fgf20,2,136.05,0,,,,,,Psmb5,97.08,,
ENSMUSP00000033581,Fgf16,2,136.05,0,,,,,,Psmb11,97.08,,
ENSMUSP00000033473,Fgf13,2,136.05,0,,,,,,Fkbp8,94.71,,
ENSMUSP00000022545,Fgf9,2,136.05,0,,,,,,Fgfr4,87.26,,
ENSMUSP00000022124,Cd180,2,126.97,0,,,,,,Fgfr3,87.26,,
ENSMUSP00000129413,Eid1,2,109.86,130.7594868,,,,,,Fgfr1,87.26,,
ENSMUSP00000033919,Vegfc,2,108.17,0,,,,,,Cblb,80.31,,
ENSMUSP00000030464,Pik3r3,2,108.17,0,,,,,,Ptger4,77.82,,
ENSMUSP00000095437,Sgk3,2,105.6,0,,,,,,Cblc,73.07,,
ENSMUSP00000114074,Sgk1,2,105.6,0,,,,,,Dock11,70.29,,
ENSMUSP00000018012,Sgk2,2,105.6,0,,,,,,Akt3,66.78,,
ENSMUSP00000023151,Bcl6,2,103.31,0,,,,,,Ptpn2,66.16,,
ENSMUSP00000003152,Stk11,2,103.31,0,,,,,,Kitl,66.16,,
ENSMUSP00000074935,Fkbp8,2,94.71,0,,,,,,Tyk2,65.95,,
ENSMUSP00000081041,Fgfr1,2,87.26,0,,,,,,Rara,63.26,,
ENSMUSP00000133064,Fgfr3,2,87.26,0,,,,,,Ddx60,62.24,,
ENSMUSP00000005452,Fgfr4,2,87.26,0,,,,,,Isg15,59.53,,
ENSMUSP00000039955,Cblc,2,73.07,0,,,,,,Itgb7,58.78,,
ENSMUSP00000033419,Dock11,2,70.29,164.687605,,,,,,Itgb6,58.78,,
ENSMUSP00000106789,Akt3,2,66.78,0,,,,,,Col9a3,54.4,,
ENSMUSP00000100920,Kitl,2,66.16,0,,,,,,Col9a1,54.4,,
ENSMUSP00000112675,Ptpn2,2,66.16,0,,,,,,Col7a1,54.4,,
ENSMUSP00000001036,Tyk2,2,65.95,0,,,,,,Col6a1,54.4,,
ENSMUSP00000069744,Rara,2,63.26,0,,,,,,Col16a1,54.4,,
ENSMUSP00000091197,Ddx60,2,62.24,0,,,,,,Hdac3,52.41,,
ENSMUSP00000082548,Isg15,2,59.53,0,,,,,,Psma3,51.85,,
ENSMUSP00000028348,Itgb6,2,58.78,0,,,,,,Psme4,50.42,,
ENSMUSP00000001327,Itgb7,2,58.78,0,,,,,,Psmd3,50.42,,
ENSMUSP00000099348,Col9a3,2,54.4,0,,,,,,Kat2a,49.76,,
ENSMUSP00000051579,Col9a1,2,54.4,0,,,,,,Rbx1,49.61,,
ENSMUSP00000026740,Col7a1,2,54.4,0,,,,,,Psmd10,47.95,,
ENSMUSP00000035802,Col16a1,2,54.4,0,,,,,,Timp2,46.63,,
ENSMUSP00000001147,Col6a1,2,54.4,0,,,,,,Igfals,32.46,,
ENSMUSP00000045460,Psme4,2,50.42,0,,,,,,Mapk13,27.35,,
ENSMUSP00000017365,Psmd3,2,50.42,0,,,,,,Mapk12,27.35,,
ENSMUSP00000099407,Kat2a,2,49.76,0,,,,,,Mapk11,27.35,,
ENSMUSP00000033805,Psmd10,2,47.95,0,,,,,,Wnt3a,14.56,,
ENSMUSP00000017610,Timp2,2,46.63,0,,,,,,Wnt3,14.56,,
ENSMUSP00000060169,Igfals,2,32.46,0,,,,,,Wnt1,14.56,,
ENSMUSP00000086207,Mapk12,2,27.35,0,,,,,,Psmd8,14.19,,
ENSMUSP00000086204,Mapk11,2,27.35,0,,,,,,Psmd6,14.19,,
ENSMUSP00000004986,Mapk13,2,27.35,0,,,,,,Psmd12,14.19,,
ENSMUSP00000000127,Wnt3,2,14.56,0,,,,,,Psmd11,14.19,,
ENSMUSP00000010044,Wnt3a,2,14.56,0,,,,,,Lrrk1,13.81,,
ENSMUSP00000023734,Wnt1,2,14.56,0,,,,,,Psmb9,12.19,,
ENSMUSP00000051657,Psmd8,2,14.19,0,,,,,,Psmb6,12.19,,
ENSMUSP00000017572,Psmd11,2,14.19,0,,,,,,Cd80,9.76,,
ENSMUSP00000021063,Psmd12,2,14.19,0,,,,,,Vhl,2.1,,
ENSMUSP00000022256,Psmd6,2,14.19,0,,,,,,Ube2d2b,2.1,,
ENSMUSP00000015277,Lrrk1,2,13.81,56.82724239,,,,,,Ube2d2a,2.1,,
ENSMUSP00000133499,Psmb9,2,12.19,0,,,,,,Hif1an,2.1,,
ENSMUSP00000018430,Psmb6,2,12.19,0,,,,,,Gm15698,2.1,,
ENSMUSP00000097404,Cd80,2,9.76,0,,,,,,Egln3,2.1,,
ENSMUSP00000035326,Hif1an,2,2.1,0,,,,,,Egln2,2.1,,
ENSMUSP00000041874,Egln3,2,2.1,0,,,,,,Cul2,2.1,,
ENSMUSP00000072387,Ube2d2b,2,2.1,0,,,,,,Arnt,2.1,,
ENSMUSP00000125403,Cul2,2,2.1,0,,,,,,Mafb,0.5,,
ENSMUSP00000103534,Gm15698,2,2.1,0,,,,,,Igbp1,0.25,,
ENSMUSP00000131206,Ube2d2a,2,2.1,0,,,,,,Znrf3,0.11,,
ENSMUSP00000078966,Egln2,2,2.1,0,,,,,,Rspo1,0.11,,
ENSMUSP00000099810,Arnt,2,2.1,0,,,,,,Lgr6,0.11,,
ENSMUSP00000096728,Mafb,2,0.5,41.0018434,,,,,,Lgr5,0.11,,
ENSMUSP00000033570,Igbp1,2,0.25,139.0222105,,,,,,Lgr4,0.11,,
ENSMUSP00000027752,Lamc1,2,0,0,,,,,,Zfyve9,0,,
ENSMUSP00000013130,Strn3,2,0,0,,,,,,Zfyve16,0,,
ENSMUSP00000027498,Stk25,2,0,0,,,,,,Ywhaz,0,,
ENSMUSP00000125752,Pdcd10,2,0,0,,,,,,Ywhah,0,,
ENSMUSP00000040977,Traf3ip3,2,0,0,,,,,,Ybx1,0,,
ENSMUSP00000033444,Stk26,2,0,0,,,,,,Xrcc5,0,,
ENSMUSP00000076751,Cttnbp2nl,2,0,0,,,,,,Xdh,0,,
ENSMUSP00000120830,Strn,2,0,0,,,,,,Wwtr1,0,,
ENSMUSP00000125415,Mob4,2,0,0,,,,,,Wt1,0,,
ENSMUSP00000088089,Cttnbp2,2,0,0,,,,,,Wrn,0,,
ENSMUSP00000019220,Strn4,2,0,0,,,,,,Wnt9b,0,,
ENSMUSP00000029447,Sike1,2,0,0,,,,,,Wnt9a,0,,
ENSMUSP00000046956,Slmap,2,0,0,,,,,,Wnt8b,0,,
ENSMUSP00000068587,Strip1,2,0,0,,,,,,Wnt8a,0,,
ENSMUSP00000103531,Myh14,2,0,0,,,,,,Wnt7b,0,,
ENSMUSP00000020904,Rock2,2,0,0,,,,,,Wnt7a,0,,
ENSMUSP00000099671,Myh10,2,0,0,,,,,,Wnt6,0,,
ENSMUSP00000069549,Rock1,2,0,0,,,,,,Wnt5b,0,,
ENSMUSP00000129584,Bcar1,2,0,0,,,,,,Wnt4,0,,
ENSMUSP00000048062,Shank3,2,0,0,,,,,,Wnt10b,0,,
ENSMUSP00000079991,Plcg2,2,0,0,,,,,,Wnt10a,0,,
ENSMUSP00000088869,Sirpb1b,2,0,0,,,,,,Wls,0,,
ENSMUSP00000103305,Fbxw7,2,0,0,,,,,,Wipf3,0,,
ENSMUSP00000094225,Skp2,2,0,0,,,,,,Wipf2,0,,
ENSMUSP00000092901,Jund,2,0,0,,,,,,Wipf1,0,,
ENSMUSP00000104132,Hif3a,2,0,0,,,,,,Wif1,0,,
ENSMUSP00000048092,C3ar1,2,0,148.3277451,,,,,,Wee2,0,,
ENSMUSP00000028233,Hc,2,0,0,,,,,,Wee1,0,,
ENSMUSP00000062096,Tlr6,2,0,0,,,,,,Wdr5,0,,
ENSMUSP00000126108,Acvr2b,2,0,0,,,,,,Wdr31,0,,
ENSMUSP00000035900,Bmpr1a,2,0,0,,,,,,Wdhd1,0,,
ENSMUSP00000084701,Bmpr2,2,0,0,,,,,,Wasl,0,,
ENSMUSP00000036285,Smad6,2,0,0,,,,,,Wasf3,0,,
ENSMUSP00000067305,Acvr2a,2,0,0,,,,,,Wasf1,0,,
ENSMUSP00000037657,Parp14,2,0,0,,,,,,Was,0,,
ENSMUSP00000099889,Ifit3,2,0,0,,,,,,Vip,0,,
ENSMUSP00000099888,Ifit1,2,0,0,,,,,,Vegfb,0,,
ENSMUSP00000077757,Bak1,2,0,0,,,,,,Vdac3-ps1,0,,
ENSMUSP00000105970,Bcl2l11,2,0,0,,,,,,Vdac3,0,,
ENSMUSP00000000476,Pdgfra,2,0,0,,,,,,Vdac2,0,,
ENSMUSP00000004560,Bid,2,0,0,,,,,,Vangl2,0,,
ENSMUSP00000006716,Wnt6,2,0,0,,,,,,Vamp2,0,,
ENSMUSP00000007803,Bcl2l1,2,0,0,,,,,,Uxt,0,,
ENSMUSP00000015394,Mmp13,2,0,0,,,,,,Uts2r,0,,
ENSMUSP00000015749,Srf,2,0,0,,,,,,Uts2b,0,,
ENSMUSP00000020381,Frs2,2,0,0,,,,,,Uts2,0,,
ENSMUSP00000022217,Zfyve16,2,0,0,,,,,,Usp18,0,,
ENSMUSP00000034488,Mmp10,2,0,0,,,,,,Unc93b1,0,,
ENSMUSP00000034497,Mmp3,2,0,0,,,,,,Ulbp1,0,,
ENSMUSP00000030814,Cdk5,1,0,0,,,,,,Ube2i,0,,
ENSMUSP00000070313,Cdkn2c,1,0,0,,,,,,Tubgcp6,0,,
ENSMUSP00000083561,Cdkn2d,1,0,0,,,,,,Tubgcp5,0,,
ENSMUSP00000034091,Rbl2,1,0,0,,,,,,Tubgcp4,0,,
ENSMUSP00000004201,Col5a3,1,0,0,,,,,,Tubgcp3,0,,
ENSMUSP00000028280,Col5a1,1,0,0,,,,,,Tubgcp2,0,,
ENSMUSP00000029744,Itga10,1,0,0,,,,,,Tubg2,0,,
ENSMUSP00000089793,Col11a1,1,0,0,,,,,,Tubg1,0,,
ENSMUSP00000084772,Col11a2,1,0,0,,,,,,Tubal3,0,,
ENSMUSP00000072773,Postn,1,0,0,,,,,,Tuba8,0,,
ENSMUSP00000021091,Pafah1b1,1,0,0,,,,,,Tuba4a,0,,
ENSMUSP00000076777,Tuba1b,1,0,0,,,,,,Tuba3a,0,,
ENSMUSP00000037788,Cep72,1,0,0,,,,,,Tuba1c,0,,
ENSMUSP00000028981,Mapre1,1,0,0,,,,,,Tuba1b,0,,
ENSMUSP00000065949,Cenpj,1,0,0,,,,,,Tuba1a,0,,
ENSMUSP00000094778,Tuba1a,1,0,0,,,,,,Tshr,0,,
ENSMUSP00000045901,Tubg2,1,0,0,,,,,,Trrap,0,,
ENSMUSP00000113341,Csnk1e,1,0,0,,,,,,Trpm7,0,,
ENSMUSP00000021639,Tubal3,1,0,0,,,,,,Trip12,0,,
ENSMUSP00000109552,Dctn1,1,0,0,,,,,,Trip10,0,,
ENSMUSP00000097303,Ckap5,1,0,0,,,,,,Trio,0,,
ENSMUSP00000051033,Tuba1c,1,0,0,,,,,,Trim33,0,,
ENSMUSP00000032233,Tuba8,1,0,0,,,,,,Trhr,0,,
ENSMUSP00000104977,Tubgcp6,1,0,0,,,,,,Traf5,0,,
ENSMUSP00000105522,Ninl,1,0,0,,,,,,Traf4,0,,
ENSMUSP00000032627,Tubgcp5,1,0,0,,,,,,Traf3ip3,0,,
ENSMUSP00000130899,Cep290,1,0,0,,,,,,Traf3ip1,0,,
ENSMUSP00000018851,Dync1h1,1,0,0,,,,,,Tpm2,0,,
ENSMUSP00000044049,Tubgcp4,1,0,0,,,,,,Tpm1,0,,
ENSMUSP00000042266,Clasp1,1,0,0,,,,,,Top3b,0,,
ENSMUSP00000110198,Cetn2,1,0,0,,,,,,Tomm20,0,,
ENSMUSP00000046733,Dync2h1,1,0,0,,,,,,Tom1l1,0,,
ENSMUSP00000119891,Cdk5rap2,1,0,0,,,,,,Tollip,0,,
